tidak_baku,kata_baku;
ngmbisin,menghabiskan;
telfn,telepon;
jwban,jawaban;
ksih,kasih;
setempat,setempat;
ribuuntung,seribu untung;
sedikitgimn,sedikit bagaimana;
dimn,di mana;
kerena,karena;
yad,ya;
fi,fitur;
kalonlohin,kalau kamu;
mobole,mobile;
rempong,repot;
tanbah,tambah;
nyonawajahberkedipwajahberkedip,oke;
gimnaa,bagaimana  ;
detectedini,terdeteksi ini  ;
keseludah,kesal sudah  ;
laaa,lah  ;
nya★☆☆☆☆,tidak suka;
ngendep,menyelinap  ;
bwh,bawah  ;
mendang,lebih baik  ;
semuga,semoga  ;
dibank,di bank  ;
wajahnyatrlalu,wajahnya terlalu  ;
duhhh,aduh  ;
burukkirim,buruk kirim  ;
berpa,berapa  ;
bsasya,bisa saya  ;
awalya,awalnya  ;
komenya,komennya  ;
jugajempolkebawah,tidak suka;
tertawaterbahakbahaktertawaterbahakbahak,tertawa;
paykater,paylater  ;
uninstalll,uninstall  ;
privasinya,privasinya  ;
samaa,sama  ;
wajaahhh,wajah  ;
abuss,abus  ;
gez,geser  ;
nyaho,tahu  ;
urang,saya  ;
wajahh,wajah  ;
sureemmmmnmmnn,sangat suram  ;
selesaiakun,selesai akun  ;
jaditapi,jadi tapi  ;
kacrut,buruk  ;
dnk,dan  ;
adsense,adsense  ;
harusy,harusnya  ;
berak,buang air besar  ;
sekebon,seluruh kebun  ;
pade,sama  ;
udan,hujan  ;
spylater,spaylater  ;
bitng,bintang  ;
tnks,terima kasih  ;
yya,ya  ;
1rb,seribu  ;
penggunannya,penggunaannya  ;
gp,Google Play  ;
iku,itu  ;
elo,kamu  ;
dc,diskon  ;
deopw,drop  ;
ujung²,ujung-ujungnya  ;
terhajadi,terjadi  ;
dapetin,dapatkan  ;
bisasampai,bisa sampai  ;
kliwajahsangatmarahwajahsangatmarahwajahsangatmarahwajahsangatmarahjempolkebawahjempolkebawahjempolkebawah,marah;
jangab,jangan  ;
sebelom,sebelum  ;
ternyta,ternyata  ;
permasalahb,permasalahan  ;
otpdan,OTP dan  ;
bedain,bedakan  ;
lemooot,sangat lambat  ;
atmcabang,ATM cabang  ;
wuy,woy  ;
okuntuk,oke untuk  ;
disalahkan,disalahkan  ;
devops,DevOps  ;
wajahtersenyumlebardanberkeringatwajahtersenyumlebardanberkeringat,gembira;
nmng,namun  ;
4x24,empat kali dua puluh empat  ;
proses2,proses-proses  ;
setujiin,setujui  ;
selsaiiny,selesainya  ;
mjadi,menjadi  ;
tawaran,tawaran  ;
jadddiii,jadi  ;
mding,mending  ;
bngtbca,banget BCA  ;
teesedia,tersedia  ;
mlubuang,masuk buang  ;
ajatolong,saja tolong  ;
hapuss,hapus  ;
dsn,dan  ;
sharing,berbagi  ;
mengatifkan,mengaktifkan  ;
disebutkan,disebutkan  ;
percakapan,percakapan  ;
direkam,direkam  ;
publikutilitas,utilitas publik  ;
mobilebiar,mobile biar  ;
embed,sematkan  ;
hadew,aduh  ;
haduhhaduh,aduh-aduh  ;
priatepukjidatorangtepukjidatsetelah,capek;
pulsapriatepukjidatwanitatepukjidatorangtepukjidat,capek;
ndadak,mendadak;
repotrepothaduhhaduh,sangat capek dan menyesal;
duitwajahmenjulurkanlidahdanmengedipkanmatawajahkonyolwajahmenjulurkanlidahdanmemejamkanmataorangmengangkatbahuorangmengangkatbahuorangmengangkatbahuaplikasi,oke;
polpolannntertawaterbahakbahakmau,tertawa;
lagiplus,lagi plus;
setanah,sekarang;
initertawaterbahakbahaktertawaterbahakbahaktertawaterbahakbahak,tertawa;
beberap,beberapa;
lemotwajahsangatmarahwajahsangatmarahwajahsangatmarah,marah sekali;
payllatter,paylater  ;
ruangan,ruangan  ;
dikeluarin,dikeluarkan  ;
perbaikiii,perbaiki  ;
dibisa,bisa  ;
gaterlalu,tidak terlalu  ;
tiiba2,tiba-tiba  ;
bstelp,besok telepon  ;
lagijadi,lagi jadi  ;
lgotw,logout  ;
ajasoalnya,saja soalnya  ;
nyafak,nyata  ;
jadipulsa,jadi pulsa  ;
habismy,habis my  ;
berbedabeda,berbeda-beda  ;
meledug,meledak  ;
bbrapa,beberapa  ;
susuah,susah  ;
ngelawak,melawak  ;
ajawajahgembiraberuraiairmatatertawaterbahakbahak,tertawa;
brengsk,brengsek;
apkkalau,aplikasi kalau;
cabangpulsa,cabang pulsa;
loginujungnya,login ujungnya;
mengecewakansetan,mengecewakan setan;
terbitin,terbitkan;
wajahkamera,wajah kamera;
nomber,nomor;
tolakbuset,tolak buset;
akulakukredivohonestshopeesemua,Akulaku Kredivo Honest Shopee semua;
nyaeh,ya;
astagfirullahhh,astagfirullah;
onlineinget,online ingat;
bcapas,BCA pas;
accsungguh,persetujuan sungguh;
terllalu,terlalu;
mentah2,mentah-mentah;
payahhapus,payah hapus;
perhatiannya,perhatiannya;
tollong,tolong;
goood,baik;
dbuat,dibuat;
ruweeettt,ruwet;
prah,parah;
pinggir,pinggir;
luarrr,luar;
ape,apa;
lagikarna,lagi karena;
memutus,memutus;
percakapansaat,percakapan saat;
ktpdan,KTP dan;
lainnyaoperator,lainnya operator;
lbukan,bukan;
soslusi,solusi;
sajaini,saja ini;
bcawalaupun,BCA walaupun;
bbyak,banyak;
berfikir,berpikir;
padal,padahal;
ykalw,ya kalau;
tambahn,tambahan;
tetang,tentang;
uangan,keuangan;
penangkap,penangkap;
okeokeokeokeoke,oke;
ngelogot,logout;
logot,keluar;
edah,aduh;
lgh,lagi;
baguscepat,bagus cepat;
benderamonakowajahberkacamatahitammenunjukkearahkananwarnakulitcerahmemosimbolpriajempolkeataswarnakulitcerahsimbolpriamemomenunjukkearahkiriwarnakulitcerahwajahberkacamatahitambenderamonako,biasa saja;
piu,piutang  ;
mantafff,mantap  ;
registrsi,registrasi  ;
slider,penggeser  ;
pertma,pertama  ;
sudaj,sudah;
melipattanganwajahtersenyumdenganmatabahagia,gembira;
disni,di sini  ;
daja,saja  ;
bner2,benar-benar  ;
perivikasi2,verifikasi-verifikasi;
patahhatipatahhatipatahhatipatahhati,kecewa;
matamu,matamu  ;
goodservice,layanan baik  ;
ramah2,ramah-ramah  ;
terkorfimasi,terkonfirmasi  ;
aplikasinyamungkin,aplikasinya mungkin  ;
pembatasan,pembatasan  ;
bcasekarang,BCA sekarang  ;
kejahatn,kejahatan  ;
marat,marah  ;
terjadimungkin,terjadi mungkin  ;
koneksinya,koneksinya  ;
dicantumkan,dicantumkan  ;
kruaial,kru  ;
registrasiudh,registrasi sudah  ;
emailsmstapi,email dan pesan singkat tetapi  ;
ribetmaaf,ribet maaf  ;
ajathx,saja terima kasih  ;
lengkapprosesnya,lengkap prosesnya  ;
keluarmasuk,keluar masuk  ;
ampasnya,ampasnya  ;
sok2an,sok-sokan  ;
2nya,dua-duanya  ;
bodoh2,bodoh-bodoh  ;
bgdz,begitu  ;
nihmasa,ini masa  ;
memeeeeeeeeeek,mencoba  ;
donguntuk,dong untuk  ;
lainini,lain ini  ;
terusmelipattangan,terus melipat tangan  ;
minjol,pinjaman online  ;
udahhhhh,sudah  ;
pelanannya,pelayanannya  ;
closed,ditutup  ;
godd,baik  ;
teribet,terlalu ribet  ;
tamabhin,tambahkan  ;
donggggggg,dong  ;
mengitimkan,mengirimkan  ;
terblok,terblokir  ;
katakeren,keren  ;
swkarang,sekarang  ;
tambahakan,tambahkan  ;
berprestasiaamiin,berprestasi amin  ;
compile,gabungkan  ;
disatukan,disatukan  ;
mantap²,mantap-mantap  ;
topip,topik  ;
keren²,keren-keren  ;
mantaaappp,mantap  ;
yakni,yakni  ;
vangkeee,kasar  ;
reget,rusak  ;
ewaletblm,dompet elektronik belum  ;
sendikit,sedikit  ;
penyedia,penyedia  ;
jasablm,jasa belum  ;
esamsatpembayaran,e-Samsat pembayaran  ;
pdamtop,PDAM top  ;
mb,megabit  ;
jobjempolkeatasjempolkeatas,suka sekali;
mantaabb,mantap  ;
manthul,mantap betul  ;
memuas,memuaskan  ;
solusinyaa,solusinya  ;
less,kurang  ;
satu2nya,satu-satunya  ;
niru,meniru  ;
malu2,malu-malu  ;
yapi,ya  ;
kch,kasih  ;
registrasinah,registrasinya  ;
lagiini,lagi ini  ;
veif,verifikasi  ;
dinyatakan,dinyatakan  ;
bagus2,bagus-bagus  ;
hadehbadut,aduh badut  ;
wilayah,wilayah  ;
cimuning,Cimuning  ;
mustika,Mustika  ;
bekasi,Bekasi  ;
timur,Timur  ;
sekalisemua,sekali semua  ;
keingin,keinginan  ;
tambahankan,tambahkan  ;
berpergian,berpergian  ;
tersediaapaan,tersedia apaan  ;
aktifinnya,mengaktifkannya  ;
diketik,diketik  ;
dipersulitsama,dipersulit sama  ;
mobileribetsy,mobile ribet  ;
nowtop,sekarang top  ;
dihapus2in,dihapus-hapus  ;
uptudateknp,update kenapa  ;
jugamybca,juga myBCA  ;
lahdan,lah dan  ;
regisnya,registrasinya  ;
benartapi,benar tapi  ;
bisasdh,bisa sudah  ;
bisagmn,bisa bagaimana  ;
bossq,bosku  ;
lengkapkaya,lengkap seperti  ;
tunaisetor,tunai setor  ;
detektor,detektor  ;
mondar,mondar-mandir  ;
mandir,bagus memudahkan  ;
bagusmemudahaka,bagus memudahkan  ;
transaksijempolkeatasjabattangan,terima kasih  ;
bcawajahberkacamatahitam,keren;
anda2,kalian;
galauwajahtersenyumlebardanberkeringatwajahtersenyumlebardanberkeringatwajahtersenyumlebardanberkeringat,kecewa;
pulsajempolkebawahjempolkebawahjempolkebawah,tidak suka;
sms2,pesan singkat-pesan singkat  ;
bulakbalik,bolak-balik  ;
sekalibegitu,sekali begitu  ;
terdekatribetcallcenter,terdekat ribet call center  ;
banyak15000,banyak lima belas ribu  ;
menapun,mana pun  ;
gagalnya,gagalnya  ;
dtambahkan,ditambahkan  ;
kadih,kasih  ;
kìrim,kirim  ;
ribettttttttttt,sangat ribet  ;
lqgi,lagi  ;
capedeh,capek deh  ;
oposiihhh,oposisi  ;
jempolkebawahlintah,jempol ke bawah lintah  ;
sampahlebih,sampah lebih  ;
crypto,kripto  ;
tup,top  ;
etol,tol  ;
hellow,halo  ;
inggris,Inggris  ;
rumitharus,rumit harus  ;
ngelink,menghubungkan  ;
bcadikirim,BCA dikirim  ;
masukbgtu,masuk begitu  ;
salahulang,salah ulang  ;
verifikasisalah,verifikasi salah  ;
lgsampai,langsung sampai  ;
pengamanan,pengamanan  ;
alokasikan,alokasikan  ;
pengurangan,pengurangan  ;
hehehheheheee,hehe  ;
kereeeeennnn,keren  ;
wajahtersenyumdenganmatabahagiajempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatas,gembira;
ংৱ,biasa saja;
ৱি,biasa saja;
অেlima,biasa saja;
verifikask,verifikasi;
dihati,di hati;
aplikasitdk,aplikasi tidak;
masukselalu,masuk selalu;
loadingtp,memuat tapi;
stabilganti,stabil ganti;
loginloading,login memuat;
teruuuuus,terus;
lagismp,lagi sampai;
cabangsudah,cabang sudah;
mrk,mereka;
bcasudahttp,BCA sudah;
ndeso,ndeso;
poco,Poco;
x3,X tiga;
simpatinya,simpatinya;
lolaatau,lambat atau;
lainterimakasih,lain terima kasih;
akhiran,akhiran;
ekrja,kerja;
maks,maksimal;
lemottt,lambat;
lodinggg,memuat;
dipaksakan,dipaksakan;
profilenya,profilnya;
homenya,beranda;
langsng,langsung;
sampaimasukkan,sampai masukkan;
lagisampai,lagi sampai;
doankhahahahaa,saja;
berantakan,berantakan;
terbarujadi,terbaru jadi;
tersusun,tersusun;
rapi,rapi;
transksi,transaksi;
mudh,mudah;
benaran,benaran;
aktivasiotp,aktivasi OTP;
prnh,pernah;
konsumenuser,konsumen pengguna;
membantuhanya,membantu hanya;
membukanyasaya,membukanya saya;
lagiterima,lagi terima;
manay,mana;
exelent,sangat baik;
antarmuka,antarmuka;
reader,pembaca;
woww,wow;
lot,banyak;
smsmana,pesan singkat mana;
lgkeburu,lagi keburu;
paketerlalu,paket terlalu;
akunsemua,akun semua;
kelanjutanmdh²an,kelanjutan mudah-mudahan;
bua,buat;
atwa,atau;
kampirmasi,kampir masih;
cch,cch;
str,str;
kcch,kcch;
warung,warung;
wrung,warung;
dmn,di mana;
atuh,saja;
sbgai2orang,sebagai dua orang;
berlombalomba,berlomba-lomba;
offlinejustru,offline justru;
mbanking²nya,mobile banking;
tariksimpan,tarik simpan;
qw³⅘4,biasa saja;
mantappppppp,mantap;
berdering,berdering;
kalil,kali;
trdaftar,terdaftar;
daptarnya,daftarnya;
rebet,ribet;
kalaungak,kalau tidak;
dibulan,di bulan;
biasajempolkeatas,biasa jempol ke atas;
menuggu,menunggu;
pembuatannya,pembuatannya;
bcapihak,BCA pihak;
mengklarifikasi,mengklarifikasi;
jelastiba2,jelas tiba-tiba;
sendirinyaterus,sendirinya terus;
lagimales,lagi malas;
bgtudah,banget sudah;
verifikasiskr,verifikasi sekarang;
nyaklo,nya kalau;
verifikasinyaauto,verifikasinya otomatis;
bebani,membebani;
logintandatanyamerah,login tanda tanya merah;
androidtandatanyamerah,android tanda tanya merah;
gati,ganti;
terimkasih,terima kasih;
rusman,Rusman;
heidi,Heidi;
do,lakukan;
baiki,perbaiki;
suku,suku;
teratasiterimakasih,teratasi terima kasih;
ganti2,ganti-ganti;
waemail,WhatsApp email;
dikeramaian,di keramaian;
sifatnya,sifatnya;
menyebutkan,menyebutkan;
perbaikilah,perbaikilah;
bagussukses,bagus sukses;
kay,kaya;
commerce,perdagangan;
berlibet,berbelit;
haramyang,haram yang;
insya,Insya Allah;
ukup,cukup;
mobail,mobile;
niatan,niatan;
lagiiiiii,lagi;
isian,isian;
upgraddan,upgrade dan;
mobileinstal,mobile install;
smapd,smartphone Android;
fullwanitatepukjidatwarnakulitcerahsedang,capek;
nyatrimakasihmelipattangan,terima kasih  ;
dowlon,unduh  ;
jm,jam  ;
dont,jangan  ;
paswrd,kata sandi  ;
pinjamanbeli,pinjaman beli  ;
infomasi,informasi  ;
berang,barang  ;
ganyi,ganti  ;
blsin,balasan  ;
bayaran,bayaran  ;
kamiya,kami  ;
trjdi,terjadi  ;
joz,hebat  ;
hari2,hari-hari  ;
ngerusak,merusak  ;
witdrawal,penarikan  ;
binggung,bingung  ;
lawanjosss,lawannya hebat  ;
puter,putar  ;
gga,tidak  ;
berbelit²,berbelit-belit  ;
biyuungg,bingung  ;
amatribetberbelit²,amat ribet berbelit-belit  ;
anehserta,aneh serta  ;
biayatolong,biaya tolong  ;
abdate,pembaruan  ;
duanyadi,dua-duanya di  ;
mana2,mana-mana  ;
atmambil,ATM ambil  ;
transfers,transfer  ;
sekalitop,sekali top  ;
sajaerror,saja kesalahan  ;
diporotin,diporotin  ;
hbspun,habis pun  ;
goblog,bodoh  ;
telpun,telepon  ;
ajig,kasar  ;
betuliiin,perbaiki  ;
nuieih,tidak tahu  ;
ngap,ngap  ;
renta²,tua-tua  ;
muda²,muda-muda  ;
org²,orang-orang  ;
sendri,sendiri  ;
becuss,becus  ;
perluan,perlu  ;
gelap2,gelap-gelap  ;
servisnya,layanan  ;
pelayan,pelayan  ;
retas,retas  ;
ptbank,PT Bank  ;
hormat,hormat  ;
menangapi,menanggapi  ;
andamelipattangan,anda melipat tangan  ;
melipattanganmohon,melipat tangan mohon  ;
bpkibuk,bapak ibu  ;
bpkibu,bapak ibu  ;
abaikan,abaikan  ;
terimakasi,terima kasih  ;
mempermudahkan,mempermudah  ;
epic,epik  ;
ekpresi,ekspresi  ;
100juta,seratus juta  ;
orangvyang,orang yang  ;
mudahjempolkeatas,mudah jempol ke atas  ;
wajahtidurwajahtidurwajahtidurwajahtidurwajahtidur,capek;
lekas,lekas  ;
longin,login  ;
disempurnakan,disempurnakan  ;
sgat,sangat  ;
ktika,ketika  ;
memantau,memantau  ;
bangetjempolkeatas,banget jempol ke atas  ;
guud,baik  ;
hebattt,hebat  ;
sistimnya,sistemnya  ;
mengaktifkhan,mengaktifkan  ;
bcaberkali,BCA berkali  ;
emailnyabaru,emailnya baru  ;
bangetbeda,banget beda  ;
sakukublu,sakuku biru  ;
bcamungkin,BCA mungkin  ;
kecewaaaaaa,kecewa  ;
kebukaa,terbuka  ;
billing,tagihan  ;
sukasangat,suka sangat  ;
sayaterima,saya terima  ;
selalusemoga,selalu semoga  ;
mkasih,terima kasih  ;
mantaptingkatnya,mantap tingkatnya  ;
peforma,performa  ;
terbarukirain,terbaru kirain  ;
cardlesternyata,tanpa kartu ternyata  ;
adabalik,ada balik  ;
huuuuuh,huuuuh  ;
biometrix,biometrik  ;
jauhkan,jauhkan  ;
terpencet,terpencet  ;
jempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatasokeokeokeokeoke,suka sekali;
awal²,awal-awal  ;
plninternet,PLN internet  ;
developmet,pengembangan  ;
12l,dua belas liter  ;
ke3,ketiga  ;
truecaller,penelepon sejati  ;
ataw,atau  ;
mslah,masalah  ;
printt,cetak  ;
hehhhh,heh  ;
editedd,diedit  ;
fing,jari  ;
er,saking  ;
saking,bos  ;
bosssss,terus  ;
teroooooooz,inovator  ;
inovator,hebat  ;
dope,tidak melihat tidak melihat tidak melihat  ;
tidakmelihattidakmelihattidakmelihat,keinginan  ;
bintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihjempolkeatas,biasa saja;
0k,oke  ;
sisanya,sisanya  ;
mynbca,myBCA  ;
menanggapipadahal,menanggapi padahal  ;
4gb,empat gigabita  ;
appl,aplikasi  ;
dowl,unduh  ;
mlakukan,melakukan  ;
menganggu,mengganggu  ;
tegang,tegang  ;
clos,tutup  ;
mengunan,menggunakan  ;
inti,inti  ;
sabgat,sangat  ;
67x,enam puluh tujuh kali  ;
sayaamien,saya amin  ;
dimunculkan,dimunculkan  ;
akuntabilitas,akuntabilitas  ;
jha,ya  ;
dampe,sampai  ;
handle,menangani  ;
tnya,tanya  ;
1th,satu tahun  ;
sebelumya,sebelumnya  ;
jwaban,jawaban  ;
ngalami,mengalami  ;
parahsudah,parah sudah  ;
berhasilnamun,berhasil namun  ;
beban,beban  ;
pulsakena,pulsa kena  ;
parahh,parah  ;
kantu,kartu  ;
aplikasitapi,aplikasi tapi  ;
linglunggimana,linglung bagaimana  ;
ininyuruh,ini nyuruh  ;
sesen,sesi  ;
habispadahal,habis padahal  ;
demikian,demikian  ;
pulsasedangkan,pulsa sedangkan  ;
kekecewaan,kekecewaan  ;
ditambahkn,ditambahkan  ;
bangkingnya,perbankannya  ;
terawesome,terhebat  ;
nilaiseratusbenderaindonesialenganberototmelipattangan,biasa saja;
daftarpdhl,daftarpdhl;
siippp,siippp;
keanehan,keanehan;
discan,discan;
warning,warning;
bebarapa,bebarapa;
gpn,gpn;
transaksik,transaksik;
mencetak,mencetak;
dihadirkan,dihadirkan;
terbarunya,terbarunya;
menampung,menampung;
wajahdenganmataberbentukbintangwajahmalaikatmelipattangan,gembira;
tmbhkan,tambahkan  ;
mkin,mungkin  ;
nonya,nona  ;
mantaaptingkatkan,mantap tingkatkan  ;
inijika,ini jika  ;
berkomitmen,berkomitmen  ;
kerahasiaan,kerahasiaan  ;
penggunanyasaya,penggunanya saya  ;
btetap,tetap  ;
jdnya,jadinya  ;
pot,potong  ;
dulu2,dulu-dulu  ;
balikgak,balik tidak  ;
developersemoga,pengembang semoga  ;
adminkita,admin kita  ;
initolong,ini tolong  ;
kamitolong,kami tolong  ;
rumitkita,rumit kita  ;
transaksidan,transaksi dan  ;
cukupribet,cukup ribet  ;
ur,anda  ;
more,lebih  ;
lessi,kurang  ;
fixed,diperbaiki  ;
djiwaaa,di jiwa  ;
membantun,membantu  ;
bukin,bikin  ;
vrifiksi,verifikasi  ;
kelogout,keluar  ;
mbuh,entah  ;
wis,sudah  ;
skrnng,sekarang  ;
copypaste,salin tempel  ;
baikmemuaskan,baik memuaskan  ;
usulkan,usulkan  ;
ctt,catatan  ;
galaxy,galaksi  ;
lama²,lama-lama  ;
otomatisnya,otomatisnya  ;
unlink,putuskan tautan  ;
mantapsekarang,mantap sekarang  ;
dongapi,dong api  ;
sebelahsebelah,sebelah-sebelah  ;
nelponan,menelpon  ;
kurangyaitu,kurangnya yaitu  ;
walakhir,walau akhir  ;
dimatiin,dimatikan  ;
sananya,sananya  ;
wajahtersenyumdengan3hatiwajahtersenyumdengan3hatiwajahtersenyumdengan3hatijempolkeatasjempolkeatasjempolkeatas,senang;
beluk,belum  ;
terdownload,terunduh  ;
partner,mitra  ;
terterterter,terus-menerus  ;
dtingkatkan,ditingkatkan  ;
kumplit,komplet  ;
dioperasikan,dioperasikan  ;
nanyain,menanyakan  ;
stand,stand  ;
show,pertunjukan  ;
sajauh,sejauh  ;
budek,tuli  ;
putus2,putus-putus  ;
ditraining,dilatih  ;
konfrim,konfirmasi  ;
bgtjempolkebawah,banget jempol ke bawah  ;
services,layanan  ;
memonitor,memantau  ;
jalanin,jalankan  ;
hebatttt,hebat  ;
bergunajempolkeatasjempolkeatasjempolkeatasmelipattangan,suka sekali;
makainya,memakainya  ;
bcatrus,BCA terus  ;
penunjang,penunjang  ;
gokil,luar biasa  ;
penggantian,penggantian  ;
teman2,teman-teman  ;
petunjuknya,petunjuknya  ;
simtray,tempat kartu SIM  ;
senilai,senilai  ;
kelalaian,kelalaian  ;
telepone,telepon  ;
oknum,oknum  ;
dftarnya,daftarnya  ;
ksalahan,kesalahan  ;
tfon,telepon  ;
bebasin,bebaskan  ;
bermasala,bermasalah  ;
yaapadahal,ya padahal  ;
emailtrus,email terus  ;
menitpas,menit pas  ;
kadaluarsaaneh,kedaluwarsa aneh  ;
ribeeet,ribet  ;
searcing,pencarian  ;
ditrf,ditransfer  ;
tksmelipattangan,terima kasih  ;
nyatetap,nya tetap  ;
bisamungkin,bisa mungkin  ;
boswajahmenguapwajahmenguapwajahmenguapwajahmenguap,capek;
verufikasi,verifikasi  ;
helpppllll,tolong;
maumasuk,mau masuk;
mantaapppjempolkeatasjempolkeatasjempolkeatas,suka sekali;
toloooong,tolong  ;
luarbiasa,luar biasa  ;
logginsetiap,login setiap  ;
bukakeluar,buka keluar  ;
memuaskanmalah,memuaskan malah  ;
rekdgn,rekening dengan  ;
berbedakalo,berbeda kalau  ;
eskalasikan,eskalasikan  ;
hentikan,hentikan  ;
sudsh,sudah  ;
sihudah,sudah  ;
nom,nomor  ;
aecara,secara  ;
kart,kartu  ;
minggi,minggu  ;
berkalanya,berkalanya  ;
nais,bagus  ;
paslah,pas lah  ;
menegangkan,menegangkan  ;
mintol,minta tolong  ;
mengaktivasi,mengaktifkan  ;
mantulproses,mantap proses  ;
cepatpelayanan,cepat pelayanan  ;
membuahkan,membuahkan  ;
quick,cepat  ;
dananya,dananya  ;
ohiya,oh iya  ;
moaijempolkeatas,sangat bagus  ;
tahuntp,tahun tapi  ;
tertawaterbahakbahakpdhl,tertawa;
checking,memeriksa  ;
galat,kesalahan  ;
tertahan,tertahan  ;
dehlebih,deh lebih  ;
aplikasisungguh,aplikasi sungguh  ;
macamudah,macam mudah  ;
keverifikasitolong,ke verifikasi tolong  ;
mendaftarnya,mendaftarnya  ;
membenani,membebani  ;
reges,pembaruan  ;
tambah5,tambah lima  ;
fiturseperti,fitur seperti  ;
flazzpulsapaket,Flazz pulsa paket  ;
dataewallet,data dompet digital  ;
mobiletambah,mobile tambah  ;
mudahbagus,mudah bagus  ;
semuanyabintangbersinarbintangbersinarbintangbersinarbintangbersinarbintangbersinar,gembira;
uxui,tampilan aplikasi;
terjjadi,terjadi  ;
akes,akses  ;
setalh,setelah  ;
jth,jatuh  ;
diuris,diurus  ;
tergolong,tergolong  ;
sihbisa,sih bisa  ;
ajhgtusolusi,aja gitu solusi  ;
ckp,cukup  ;
lngsg,langsung  ;
bsini,bisa ini  ;
jgparah,juga parah  ;
dehkirain,deh kirain  ;
slnjtnya,selanjutnya  ;
iniga,ini ga  ;
cstlp,customer telepon  ;
bcahrs,BCA harus  ;
jgspt,juga seperti  ;
inout,masuk keluar  ;
mobilenyesel,mobile nyesel  ;
susahudh,susah sudah  ;
dipersusah,dipersusah  ;
ketransaksi,ke transaksi  ;
everwajahsangatmarah,marah;
dongbiar,dong biar  ;
penggunaany,penggunaannya  ;
lamaaa,lama  ;
bcasemakin,BCA semakin  ;
pelayananyalebih,pelayanannya lebih  ;
pemberitahuannotifikasi,pemberitahuan notifikasi  ;
masukseperti,masuk seperti  ;
dllsemakin,dan lain-lain semakin  ;
pelayananbca,pelayanan BCA  ;
